966.291952,info,1778157094699,55.5600959,14.3625598
966.394019,info,1778157094799,55.5600962,14.3625598
966.496019,info,1778157094899,55.5600962,14.3625596
966.597783,info,1778157095000,55.5600964,14.3625594
966.699842,info,1778157095099,55.5600964,14.3625589
966.795811,info,1778157095199,55.5600964,14.3625583
966.892001,info,1778157095299,55.5600965,14.3625578
966.994015,info,1778157095399,55.5600964,14.3625572
967.095902,info,1778157095499,55.5600964,14.3625567
967.197793,info,1778157095599,55.5600964,14.3625563
967.299904,info,1778157095699,55.5600965,14.3625561
967.395907,info,1778157095799,55.5600966,14.3625559
967.497962,info,1778157095899,55.5600966,14.3625559
967.599898,info,1778157096000,55.5600967,14.3625558
967.701828,info,1778157096099,55.5600969,14.3625558
967.797879,info,1778157096199,55.560097,14.3625557
967.899890,info,1778157096299,55.5600971,14.3625556
967.995884,info,1778157096399,55.5600973,14.3625555
968.097936,info,1778157096499,55.5600975,14.3625552
968.193936,info,1778157096599,55.5600976,14.3625549
968.295847,info,1778157096699,55.5600978,14.3625546
968.391962,info,1778157096799,55.5600979,14.3625544
968.499917,info,1778157096899,55.560098,14.3625543
968.595890,info,1778157097000,55.5600981,14.3625542
968.703836,info,1778157097099,55.5600981,14.3625542
968.794100,info,1778157097199,55.5600982,14.3625542
968.895899,info,1778157097299,55.5600982,14.3625542
968.991956,info,1778157097399,55.5600982,14.3625542
969.099828,info,1778157097499,55.5600983,14.3625542
969.195856,info,1778157097599,55.5600985,14.3625542
969.297770,info,1778157097699,55.5600986,14.3625542
969.394006,info,1778157097799,55.5600989,14.3625543
969.495954,info,1778157097899,55.5600991,14.3625541
969.597922,info,1778157098000,55.5600993,14.362554
969.699907,info,1778157098099,55.5600994,14.362554
969.795887,info,1778157098199,55.5600995,14.3625539
969.897898,info,1778157098299,55.5600996,14.362554
969.999802,info,1778157098399,55.5600996,14.362554
970.096041,info,1778157098499,55.5600998,14.3625539
970.197818,info,1778157098599,55.5600998,14.3625537
970.299886,info,1778157098699,55.5600998,14.3625536
970.395983,info,1778157098799,55.5600998,14.3625533
970.497952,info,1778157098899,55.5600996,14.3625529
970.599809,info,1778157099000,55.5600995,14.3625527
970.701902,info,1778157099099,55.5600993,14.3625523
970.797839,info,1778157099199,55.5600992,14.362552
970.899852,info,1778157099299,55.560099,14.3625516
970.995817,info,1778157099399,55.5600988,14.3625511
971.097836,info,1778157099499,55.5600984,14.3625508
971.194001,info,1778157099599,55.5600981,14.3625505
971.295988,info,1778157099699,55.5600978,14.3625502
971.392065,info,1778157099799,55.5600974,14.36255
971.499933,info,1778157099899,55.5600969,14.3625496
971.595996,info,1778157100000,55.5600961,14.3625493
971.697954,info,1778157100099,55.5600955,14.3625489
971.794014,info,1778157100199,55.5600946,14.3625484
971.895966,info,1778157100299,55.5600936,14.3625479
971.997818,info,1778157100399,55.5600926,14.3625475
972.099827,info,1778157100499,55.5600915,14.3625471
972.195875,info,1778157100599,55.5600903,14.3625466
972.297803,info,1778157100699,55.560089,14.3625463
972.394001,info,1778157100799,55.5600877,14.362546
972.495951,info,1778157100899,55.5600862,14.3625458
972.597885,info,1778157101000,55.5600848,14.3625456
972.699865,info,1778157101099,55.560083,14.3625451
972.795953,info,1778157101199,55.5600814,14.3625447
972.898168,info,1778157101299,55.5600794,14.3625443
972.999794,info,1778157101399,55.5600774,14.362544
973.095859,info,1778157101499,55.5600752,14.3625437
973.197903,info,1778157101599,55.560073,14.3625434
973.299808,info,1778157101699,55.5600707,14.3625433
973.395972,info,1778157101799,55.5600683,14.3625434
973.497919,info,1778157101899,55.5600658,14.3625436
973.599962,info,1778157102000,55.5600635,14.3625436
973.695968,info,1778157102099,55.560061,14.3625438
973.797810,info,1778157102199,55.5600586,14.362544
973.893973,info,1778157102299,55.5600558,14.362544
973.995866,info,1778157102399,55.5600531,14.3625441
974.092015,info,1778157102499,55.5600504,14.3625442
974.194040,info,1778157102599,55.5600475,14.3625445
974.295813,info,1778157102699,55.5600446,14.3625449
974.397842,info,1778157102799,55.5600417,14.3625452
974.494004,info,1778157102899,55.5600388,14.3625456
974.595896,info,1778157103000,55.5600358,14.3625459
974.697823,info,1778157103099,55.5600327,14.3625462
